,ymd,stock_code,pb
1705,2026-01-05,300350,3.37
1706,2026-01-05,300351,2.9
1707,2026-01-05,300352,6.61
1708,2026-01-05,300353,4.01
1709,2026-01-05,300354,7.38
1710,2026-01-05,300355,1.87
1711,2026-01-05,300357,4.6
1712,2026-01-05,300358,0.94
1713,2026-01-05,300359,5.6
1714,2026-01-05,300360,2.26
1715,2026-01-05,300363,1.78
1716,2026-01-05,300364,19.24
1717,2026-01-05,300365,1.93
1718,2026-01-05,300368,7.15
1719,2026-01-05,300369,2.95
1720,2026-01-05,300370,8.48
1721,2026-01-05,300371,1.79
1722,2026-01-05,300373,2.89
1723,2026-01-05,300374,5.28
1724,2026-01-05,300375,1.62
1725,2026-01-05,300377,8.02
1726,2026-01-05,300378,5.65
1727,2026-01-05,300380,20.28
1728,2026-01-05,300381,1.39
1729,2026-01-05,300382,4.06
1730,2026-01-05,300383,2.51
1731,2026-01-05,300384,2.22
1732,2026-01-05,300385,2.92
1733,2026-01-05,300386,4.4
1734,2026-01-05,300387,1.81
1735,2026-01-05,300388,1.12
1736,2026-01-05,300389,2.81
1737,2026-01-05,300390,1.61
1738,2026-01-05,300393,1.64
1739,2026-01-05,300394,12.87
1740,2026-01-05,300395,4.54
1741,2026-01-05,300396,2.16
1742,2026-01-05,300397,3.86
1743,2026-01-05,300398,2.25
1744,2026-01-05,300399,9.89
1745,2026-01-05,300400,5.28
1746,2026-01-05,300401,2.76
1747,2026-01-05,300402,2.41
1748,2026-01-05,300403,4.06
1749,2026-01-05,300404,3.95
1750,2026-01-05,300405,2.9
1751,2026-01-05,300406,2.39
1752,2026-01-05,300407,1.89
1753,2026-01-05,300408,3.79
1754,2026-01-05,300409,1.61
1755,2026-01-05,300410,6.08
1756,2026-01-05,300411,5.92
1757,2026-01-05,300412,2.68
1758,2026-01-05,300413,2.44
1759,2026-01-05,300414,2.75
1760,2026-01-05,300415,3.49
1761,2026-01-05,300416,2.29
1762,2026-01-05,300417,3.62
1763,2026-01-05,300418,3.58
1764,2026-01-05,300420,1.36
1765,2026-01-05,300421,3
1766,2026-01-05,300422,1.07
1767,2026-01-05,300423,2.46
1768,2026-01-05,300424,5.22
1769,2026-01-05,300425,1.55
1770,2026-01-05,300426,72.18
1771,2026-01-05,300427,2.34
1772,2026-01-05,300428,1.53
1773,2026-01-05,300429,3.89
1774,2026-01-05,300430,2.09
1775,2026-01-05,300432,4.72
1776,2026-01-05,300433,2.96
1777,2026-01-05,300434,1.53
1778,2026-01-05,300435,1.46
1779,2026-01-05,300436,11.38
1780,2026-01-05,300437,1.49
1781,2026-01-05,300438,2.78
1782,2026-01-05,300439,1.46
1783,2026-01-05,300440,2.27
1784,2026-01-05,300441,2.48
1785,2026-01-05,300442,10.47
1786,2026-01-05,300443,1.07
1787,2026-01-05,300444,3.34
1788,2026-01-05,300445,3.14
1789,2026-01-05,300446,2.91
1790,2026-01-05,300447,2
1791,2026-01-05,300448,4.15
1792,2026-01-05,300449,8.51
1793,2026-01-05,300450,2.79
1794,2026-01-05,300451,2.25
1795,2026-01-05,300452,3.25
1796,2026-01-05,300453,3.28
1797,2026-01-05,300454,5.41
1798,2026-01-05,300455,5.37
1799,2026-01-05,300456,2.6
1800,2026-01-05,300457,2.01
1801,2026-01-05,300458,9.97
1802,2026-01-05,300459,7.08
1803,2026-01-05,300461,4.75
1804,2026-01-05,300463,1.23
1805,2026-01-05,300464,4.44
1806,2026-01-05,300465,12.39
1807,2026-01-05,300466,5.24
1808,2026-01-05,300467,6.58
1809,2026-01-05,300468,5.59
1810,2026-01-05,300469,13.77
1811,2026-01-05,300470,2.87
1812,2026-01-05,300471,3.09
1813,2026-01-05,300473,2.35
1814,2026-01-05,300474,12.15
1815,2026-01-05,300475,4.79
1816,2026-01-05,300476,5.52
1817,2026-01-05,300478,21.53
1818,2026-01-05,300479,10.5
1819,2026-01-05,300480,3.95
1820,2026-01-05,300481,1.8
1821,2026-01-05,300482,2.24
1822,2026-01-05,300483,0.92
1823,2026-01-05,300484,7.65
1824,2026-01-05,300485,1.04
1825,2026-01-05,300486,2.33
1826,2026-01-05,300487,6.71
1827,2026-01-05,300488,3.44
1828,2026-01-05,300489,12.55
1829,2026-01-05,300490,1.19
1830,2026-01-05,300491,3.2
1831,2026-01-05,300492,30.37
1832,2026-01-05,300493,12.86
1833,2026-01-05,300494,4.16
1834,2026-01-05,300496,3.2
1835,2026-01-05,300497,2
1836,2026-01-05,300498,2.81
1837,2026-01-05,300499,3.85
1838,2026-01-05,300500,1.57
1839,2026-01-05,300501,1.57
1840,2026-01-05,300502,10.91
1841,2026-01-05,300503,5.68
1842,2026-01-05,300504,1.98
1843,2026-01-05,300505,1.71
1844,2026-01-05,300507,2.84
1845,2026-01-05,300508,4.19
1846,2026-01-05,300509,4.5
1847,2026-01-05,300510,1.32
1848,2026-01-05,300511,1.34
1849,2026-01-05,300512,1.82
1850,2026-01-05,300513,1.26
1851,2026-01-05,300514,3.01
1852,2026-01-05,300515,4.18
1853,2026-01-05,300516,4.62
1854,2026-01-05,300517,1.71
1855,2026-01-05,300518,2.4
1856,2026-01-05,300519,2.66
1857,2026-01-05,300520,4.27
1858,2026-01-05,300521,5.97
1859,2026-01-05,300522,5.81
1860,2026-01-05,300523,3.73
1861,2026-01-05,300525,5.48
1862,2026-01-05,300528,5.63
1863,2026-01-05,300529,6.69
1864,2026-01-05,300530,61.35
1865,2026-01-05,300531,3.22
1866,2026-01-05,300532,3.46
1867,2026-01-05,300533,5.37
1868,2026-01-05,300534,3.99
1869,2026-01-05,300535,1.5
1870,2026-01-05,300536,3.95
1871,2026-01-05,300537,4.35
1872,2026-01-05,300538,2.61
1873,2026-01-05,300539,4.84
1874,2026-01-05,300540,4.05
1875,2026-01-05,300541,3.61
1876,2026-01-05,300542,10.57
1877,2026-01-05,300543,2.84
1878,2026-01-05,300545,3.1
1879,2026-01-05,300546,3.26
1880,2026-01-05,300547,5.72
1881,2026-01-05,300548,9.19
1882,2026-01-05,300549,4.1
1883,2026-01-05,300550,3.68
1884,2026-01-05,300551,4.68
1885,2026-01-05,300552,3.86
1886,2026-01-05,300553,3.69
1887,2026-01-05,300554,3.26
1888,2026-01-05,300556,3.92
1889,2026-01-05,300557,2.94
1890,2026-01-05,300558,3.8
1891,2026-01-05,300559,4.54
1892,2026-01-05,300560,3.05
1893,2026-01-05,300562,3.3
1894,2026-01-05,300563,8.21
1895,2026-01-05,300564,1.6
1896,2026-01-05,300565,4.35
1897,2026-01-05,300566,2.69
1898,2026-01-05,300567,5.3
1899,2026-01-05,300568,1.48
1900,2026-01-05,300569,0.86
1901,2026-01-05,300570,16.95
1902,2026-01-05,300571,3.02
1903,2026-01-05,300572,2.1
1904,2026-01-05,300573,7.94
1905,2026-01-05,300575,1.33
1906,2026-01-05,300576,10.23
1907,2026-01-05,300577,2.78
1908,2026-01-05,300578,3.83
1909,2026-01-05,300579,9.43
1910,2026-01-05,300580,4.45
1911,2026-01-05,300581,5.73
1912,2026-01-05,300582,2.7
1913,2026-01-05,300583,2.27
1914,2026-01-05,300584,2.43
1915,2026-01-05,300585,3.99
1916,2026-01-05,300586,3.28
1917,2026-01-05,300587,1.98
1918,2026-01-05,300588,8.52
1919,2026-01-05,300589,5.46
1920,2026-01-05,300590,4.17
1921,2026-01-05,300591,3.98
1922,2026-01-05,300592,2.53
1923,2026-01-05,300593,2.06
1924,2026-01-05,300594,1.84
1925,2026-01-05,300595,3.35
1926,2026-01-05,300596,1.58
1927,2026-01-05,300597,2.53
1928,2026-01-05,300598,7.3
1929,2026-01-05,300599,1.22
1930,2026-01-05,300600,2.26
1931,2026-01-05,300601,1.92
1932,2026-01-05,300602,3.15
1933,2026-01-05,300603,4.67
1934,2026-01-05,300604,8.54
1935,2026-01-05,300605,4.44
1936,2026-01-05,300606,3.84
1937,2026-01-05,300607,5.87
1938,2026-01-05,300608,3.34
1939,2026-01-05,300609,3.2
1940,2026-01-05,300610,1.85
1941,2026-01-05,300611,2.41
1942,2026-01-05,300612,6.35
1943,2026-01-05,300613,5.78
1944,2026-01-05,300614,1.25
1945,2026-01-05,300615,4.89
1946,2026-01-05,300616,0.87
1947,2026-01-05,300617,1.82
1948,2026-01-05,300618,2.06
1949,2026-01-05,300619,1.91
1950,2026-01-05,300620,6.26
1951,2026-01-05,300621,2.12
1952,2026-01-05,300622,10.27
1953,2026-01-05,300623,7.1
1954,2026-01-05,300624,11.91
1955,2026-01-05,300625,1.55
1956,2026-01-05,300626,3.17
1957,2026-01-05,300627,7.03
1958,2026-01-05,300628,6.25
1959,2026-01-05,300629,3.09
1960,2026-01-05,300631,2.2
1961,2026-01-05,300632,2.38
1962,2026-01-05,300633,4.33
1963,2026-01-05,300634,5.5
1964,2026-01-05,300635,3.26
1965,2026-01-05,300636,1.46
1966,2026-01-05,300637,3.24
1967,2026-01-05,300638,7.82
1968,2026-01-05,300639,0.9
1969,2026-01-05,300640,2.39
1970,2026-01-05,300641,5.28
1971,2026-01-05,300642,1.64
1972,2026-01-05,300643,2.73
1973,2026-01-05,300644,2.74
1974,2026-01-05,300645,2.43
1975,2026-01-05,300647,3.09
1976,2026-01-05,300648,4.11
1977,2026-01-05,300649,3.07
1978,2026-01-05,300650,2.15
1979,2026-01-05,300651,2.21
1980,2026-01-05,300652,2.79
1981,2026-01-05,300653,4.22
1982,2026-01-05,300654,5.82
1983,2026-01-05,300655,3.64
1984,2026-01-05,300656,3.63
1985,2026-01-05,300657,11.88
1986,2026-01-05,300659,3.76
1987,2026-01-05,300660,4.38
1988,2026-01-05,300661,10.88
1989,2026-01-05,300662,2.64
1990,2026-01-05,300663,8.63
1991,2026-01-05,300664,0.92
1992,2026-01-05,300665,2.87
1993,2026-01-05,300666,4.1
1994,2026-01-05,300667,2.75
1995,2026-01-05,300668,2.99
1996,2026-01-05,300669,4.44
1997,2026-01-05,300670,3.03
1998,2026-01-05,300671,4.37
1999,2026-01-05,300672,3.89
2000,2026-01-05,300673,2.4
2001,2026-01-05,300674,4.56
2002,2026-01-05,300675,4.1
2003,2026-01-05,300676,2.45
2004,2026-01-05,300677,1.03
2005,2026-01-05,300678,13.32
2006,2026-01-05,300679,5.78
2007,2026-01-05,300680,4.01
2008,2026-01-05,300681,4.76
2009,2026-01-05,300682,2.01
2010,2026-01-05,300683,1.26
2011,2026-01-05,300684,4.2
2012,2026-01-05,300685,5
2013,2026-01-05,300686,2.21
2014,2026-01-05,300687,3.84
2015,2026-01-05,300688,12.52
2016,2026-01-05,300689,5.07
2017,2026-01-05,300690,2.6
2018,2026-01-05,300691,3.47
2019,2026-01-05,300692,1.12
2020,2026-01-05,300693,5.75
2021,2026-01-05,300694,2.6
2022,2026-01-05,300695,1.39
2023,2026-01-05,300696,2.4
2024,2026-01-05,300697,4.49
2025,2026-01-05,300698,11.64
2026,2026-01-05,300699,4.66
2027,2026-01-05,300700,3.03
2028,2026-01-05,300701,3.06
2029,2026-01-05,300702,1.79
2030,2026-01-05,300703,3.64
2031,2026-01-05,300705,3.58
2032,2026-01-05,300706,4.6
2033,2026-01-05,300707,2.39
2034,2026-01-05,300708,3.38
2035,2026-01-05,300709,3.64
2036,2026-01-05,300710,2.74
2037,2026-01-05,300711,9.25
2038,2026-01-05,300712,3.61
2039,2026-01-05,300713,4.21
2040,2026-01-05,300715,1.38
2041,2026-01-05,300717,2.21
2042,2026-01-05,300718,11.95
2043,2026-01-05,300719,4.81
2044,2026-01-05,300720,6.23
2045,2026-01-05,300721,1.69
2046,2026-01-05,300722,12.13
2047,2026-01-05,300723,3.73
2048,2026-01-05,300724,2.15
2049,2026-01-05,300725,3.02
2050,2026-01-05,300726,2.51
2051,2026-01-05,300727,4.27
2052,2026-01-05,300729,1.67
2053,2026-01-05,300730,10.7
2054,2026-01-05,300731,5.08
2055,2026-01-05,300732,0.83
2056,2026-01-05,300733,3.04
2057,2026-01-05,300735,5.4
2058,2026-01-05,300736,13.56
2059,2026-01-05,300737,1.1
2060,2026-01-05,300738,5.19
2061,2026-01-05,300739,2.27
2062,2026-01-05,300740,2.32
2063,2026-01-05,300741,1.33
2064,2026-01-05,300743,4.22
2065,2026-01-05,300745,1.29
2066,2026-01-05,300746,2.15
2067,2026-01-05,300747,3.35
2068,2026-01-05,300748,3.98
2069,2026-01-05,300749,1.92
2070,2026-01-05,300750,5.01
2071,2026-01-05,300751,3.49
2072,2026-01-05,300752,3.81
2073,2026-01-05,300753,3.92
2074,2026-01-05,300755,2.06
2075,2026-01-05,300756,1.91
2076,2026-01-05,300757,27.02
2077,2026-01-05,300758,3.57
2078,2026-01-05,300759,3.57
2079,2026-01-05,300760,8.56
2080,2026-01-05,300761,1.75
2081,2026-01-05,300762,5.99
2082,2026-01-05,300763,2.5
2083,2026-01-05,300765,10.4
2084,2026-01-05,300766,12.38
2085,2026-01-05,300767,1.91
2086,2026-01-05,300768,4.35
2087,2026-01-05,300769,1.67
2088,2026-01-05,300770,2.61
2089,2026-01-05,300771,1.39
2090,2026-01-05,300772,1.58
2091,2026-01-05,300773,4.24
2092,2026-01-05,300774,2.48
2093,2026-01-05,300775,2.28
2094,2026-01-05,300776,5.38
2095,2026-01-05,300777,2.98
2096,2026-01-05,300778,1.67
2097,2026-01-05,300779,15.78
2098,2026-01-05,300780,1.9
2099,2026-01-05,300781,10.18
2100,2026-01-05,300782,4.82
2101,2026-01-05,300783,4.12
2102,2026-01-05,300784,4.23
2103,2026-01-05,300785,4.18
2104,2026-01-05,300786,2.2
2105,2026-01-05,300787,2.36
2106,2026-01-05,300788,3.33
2107,2026-01-05,300789,2.63
2108,2026-01-05,300790,5.29
2109,2026-01-05,300791,2.7
2110,2026-01-05,300792,2.62
2111,2026-01-05,300793,2.59
2112,2026-01-05,300795,9.28
2113,2026-01-05,300796,2.14
2114,2026-01-05,300797,4.03
2115,2026-01-05,300798,1.95
2116,2026-01-05,300800,1.24
2117,2026-01-05,300801,1.57
2118,2026-01-05,300802,3.19
2119,2026-01-05,300803,17.82
2120,2026-01-05,300804,1.35
2121,2026-01-05,300805,3.42
2122,2026-01-05,300806,3.91
2123,2026-01-05,300807,5.19
2124,2026-01-05,300808,4.3
2125,2026-01-05,300809,4.98
2126,2026-01-05,300810,3.16
2127,2026-01-05,300811,6.5
2128,2026-01-05,300812,3.36
2129,2026-01-05,300813,3.53
2130,2026-01-05,300814,5.32
2131,2026-01-05,300815,1.51
2132,2026-01-05,300816,3.62
2133,2026-01-05,300817,3.49
2134,2026-01-05,300818,2.72
2135,2026-01-05,300819,2.22
2136,2026-01-05,300820,4.78
2137,2026-01-05,300821,2.01
2138,2026-01-05,300822,6.03
2139,2026-01-05,300823,2.05
2140,2026-01-05,300824,4.47
2141,2026-01-05,300825,2.49
2142,2026-01-05,300826,2.19
2143,2026-01-05,300827,6.31
2144,2026-01-05,300828,3.33
2145,2026-01-05,300829,1.86
2146,2026-01-05,300830,3.72
2147,2026-01-05,300831,5.27
2148,2026-01-05,300832,6.29
2149,2026-01-05,300833,2.26
2150,2026-01-05,300834,1.3
2151,2026-01-05,300835,4.53
2152,2026-01-05,300836,5.73
2153,2026-01-05,300837,1.5
2154,2026-01-05,300838,2.06
2155,2026-01-05,300839,3.65
2156,2026-01-05,300840,4.4
2157,2026-01-05,300841,2.1
2158,2026-01-05,300842,3.87
2159,2026-01-05,300843,4.24
2160,2026-01-05,300844,2.79
2161,2026-01-05,300845,2.58
2162,2026-01-05,300846,11.52
2163,2026-01-05,300847,3.67
2164,2026-01-05,300848,5.43
2165,2026-01-05,300849,3.39
2166,2026-01-05,300850,1.51
2167,2026-01-05,300851,1.84
2168,2026-01-05,300852,3.72
2169,2026-01-05,300853,3.72
2170,2026-01-05,300854,1.35
2171,2026-01-05,300855,4.33
2172,2026-01-05,300856,3.31
2173,2026-01-05,300857,7.6
2174,2026-01-05,300858,2.06
2175,2026-01-05,300859,6.87
2176,2026-01-05,300860,1.75
2177,2026-01-05,300861,1.41
2178,2026-01-05,300862,2.44
2179,2026-01-05,300863,4.86
2180,2026-01-05,300864,2.51
2181,2026-01-05,300865,2.55
2182,2026-01-05,300866,7.05
2183,2026-01-05,300867,0.97
2184,2026-01-05,300868,2.41
2185,2026-01-05,300869,3.05
2186,2026-01-05,300870,6.1
2187,2026-01-05,300871,1.43
2188,2026-01-05,300872,2.92
2189,2026-01-05,300873,1.37
2190,2026-01-05,300875,2.19
2191,2026-01-05,300876,3.47
2192,2026-01-05,300877,1.08
2193,2026-01-05,300878,1.64
2194,2026-01-05,300879,3.05
2195,2026-01-05,300880,4.21
2196,2026-01-05,300881,3.15
2197,2026-01-05,300882,3.84
2198,2026-01-05,300883,1.34
2199,2026-01-05,300884,2.32
2200,2026-01-05,300885,3.42
2201,2026-01-05,300886,2.73
2202,2026-01-05,300887,1.38
2203,2026-01-05,300888,1.96
2204,2026-01-05,300889,1.49
2205,2026-01-05,300890,1.93
2206,2026-01-05,300891,2.6
2207,2026-01-05,300892,2.99
2208,2026-01-05,300893,5.67
2209,2026-01-05,300894,4.4
2210,2026-01-05,300895,6.46
2211,2026-01-05,300896,7.45
2212,2026-01-05,300897,2.59
2213,2026-01-05,300898,3.16
2214,2026-01-05,300900,4.24
2215,2026-01-05,300901,2.58
2216,2026-01-05,300902,3.91
2217,2026-01-05,300903,1.67
2218,2026-01-05,300904,4.6
2219,2026-01-05,300905,2.53
2220,2026-01-05,300906,2.27
2221,2026-01-05,300907,2.84
2222,2026-01-05,300908,2.57
2223,2026-01-05,300909,2.18
2224,2026-01-05,300910,4.9
2225,2026-01-05,300911,3.52
2226,2026-01-05,300912,2.23
2227,2026-01-05,300913,12.49
2228,2026-01-05,300915,1.81
2229,2026-01-05,300916,3.48
2230,2026-01-05,300917,8.05
2231,2026-01-05,300918,2.22
2232,2026-01-05,300919,1.7
2233,2026-01-05,300920,1.66
2234,2026-01-05,300921,5.28
2235,2026-01-05,300922,2.54
2236,2026-01-05,300923,1.42
2237,2026-01-05,300925,5.92
2238,2026-01-05,300926,5.18
2239,2026-01-05,300927,3.76
2240,2026-01-05,300928,2.37
2241,2026-01-05,300929,1.43
2242,2026-01-05,300930,3
2243,2026-01-05,300931,2.33
2244,2026-01-05,300932,1.93
2245,2026-01-05,300933,2.28
2246,2026-01-05,300935,2.37
2247,2026-01-05,300936,2.88
2248,2026-01-05,300937,3.47
2249,2026-01-05,300938,4.49
2250,2026-01-05,300939,2.85
2251,2026-01-05,300940,3.22
2252,2026-01-05,300941,4.28
2253,2026-01-05,300942,4.53
2254,2026-01-05,300943,2.84
2255,2026-01-05,300945,1.95
2256,2026-01-05,300946,2.77
2257,2026-01-05,300947,2.36
2258,2026-01-05,300948,1.64
2259,2026-01-05,300949,2.74
2260,2026-01-05,300950,3.41
2261,2026-01-05,300951,2.22
2262,2026-01-05,300952,3.38
2263,2026-01-05,300953,5.29
2264,2026-01-05,300955,1.64
2265,2026-01-05,300956,2.88
2266,2026-01-05,300957,3
2267,2026-01-05,300958,1.32
2268,2026-01-05,300959,3.52
2269,2026-01-05,300960,3.82
2270,2026-01-05,300961,1.83
2271,2026-01-05,300962,4.31
2272,2026-01-05,300963,2.8
2273,2026-01-05,300964,2.9
2274,2026-01-05,300965,1.71
2275,2026-01-05,300966,2.28
2276,2026-01-05,300967,3.73
2277,2026-01-05,300968,4.09
2278,2026-01-05,300969,6.41
2279,2026-01-05,300970,0.97
2280,2026-01-05,300971,1.73
2281,2026-01-05,300972,19.03
2282,2026-01-05,300973,2.8
2283,2026-01-05,300975,4.01
2284,2026-01-05,300976,1.98
2285,2026-01-05,300977,1.94
2286,2026-01-05,300978,2.91
2287,2026-01-05,300979,4.92
2288,2026-01-05,300980,3.06
2289,2026-01-05,300981,0.89
2290,2026-01-05,300982,1.17
2291,2026-01-05,300983,0.96
2292,2026-01-05,300984,7.93
2293,2026-01-05,300985,2.55
2294,2026-01-05,300986,2.53
2295,2026-01-05,300987,3.65
2296,2026-01-05,300988,2.31
2297,2026-01-05,300989,3.3
2298,2026-01-05,300990,4.44
2299,2026-01-05,300991,4.69
2300,2026-01-05,300992,2.79
2301,2026-01-05,300993,2.38
2302,2026-01-05,300994,2.4
2303,2026-01-05,300995,2.29
2304,2026-01-05,300996,4.67
2305,2026-01-05,300997,6.07
2306,2026-01-05,300998,1.63
2307,2026-01-05,300999,1.84
2308,2026-01-05,301000,7.63
2309,2026-01-05,301001,3.92
2310,2026-01-05,301002,2.63
2311,2026-01-05,301003,1.9
2312,2026-01-05,301004,6.86
2313,2026-01-05,301005,5.11
2314,2026-01-05,301006,1.6
2315,2026-01-05,301007,4.7
2316,2026-01-05,301008,2.06
2317,2026-01-05,301009,2.24
2318,2026-01-05,301010,2.35
2319,2026-01-05,301011,6.08
2320,2026-01-05,301012,3.15
2321,2026-01-05,301013,3.35
2322,2026-01-05,301015,5.93
2323,2026-01-05,301016,3.24
2324,2026-01-05,301017,2.57
2325,2026-01-05,301018,3.96
2326,2026-01-05,301019,2.56
2327,2026-01-05,301020,3.01
2328,2026-01-05,301021,4.37
2329,2026-01-05,301022,1.91
2330,2026-01-05,301023,3.54
2331,2026-01-05,301024,3.13
2332,2026-01-05,301025,6.66
2333,2026-01-05,301026,2.14
2334,2026-01-05,301027,2.62
2335,2026-01-05,301028,2.89
2336,2026-01-05,301029,4.84
2337,2026-01-05,301030,2.2
2338,2026-01-05,301031,7.2
2339,2026-01-05,301032,2.02
2340,2026-01-05,301033,4.65
2341,2026-01-05,301035,2.04
2342,2026-01-05,301036,2.47
2343,2026-01-05,301037,2.17
2344,2026-01-05,301038,3.78
2345,2026-01-05,301039,1.2
2346,2026-01-05,301040,1.52
2347,2026-01-05,301041,4.06
2348,2026-01-05,301042,2.37
2349,2026-01-05,301043,2.21
2350,2026-01-05,301045,2.58
2351,2026-01-05,301046,3.65
2352,2026-01-05,301047,1.4
2353,2026-01-05,301048,1.87
2354,2026-01-05,301049,3.09
2355,2026-01-05,301050,4.49
2356,2026-01-05,301051,1.88
2357,2026-01-05,301052,4.85
2358,2026-01-05,301053,2.92
2359,2026-01-05,301055,3.62
2360,2026-01-05,301056,2.62
2361,2026-01-05,301057,2.04
2362,2026-01-05,301058,2.74
2363,2026-01-05,301059,4.32
2364,2026-01-05,301060,2.59
2365,2026-01-05,301061,4.07
2366,2026-01-05,301062,3.56
2367,2026-01-05,301063,1.14
2368,2026-01-05,301065,1.58
2369,2026-01-05,301066,4.24
2370,2026-01-05,301067,3.7
2371,2026-01-05,301068,3.92
2372,2026-01-05,301069,4.28
2373,2026-01-05,301070,4.64
2374,2026-01-05,301071,1.71
2375,2026-01-05,301072,2.64
2376,2026-01-05,301073,4.11
2377,2026-01-05,301075,2.12
2378,2026-01-05,301076,4.03
2379,2026-01-05,301077,2.54
2380,2026-01-05,301078,4.39
2381,2026-01-05,301079,3.5
2382,2026-01-05,301080,2.63
2383,2026-01-05,301081,2.01
2384,2026-01-05,301082,2.96
2385,2026-01-05,301083,3.16
2386,2026-01-05,301085,6.29
2387,2026-01-05,301086,2.41
2388,2026-01-05,301087,1.7
2389,2026-01-05,301088,1.18
2390,2026-01-05,301089,2.32
2391,2026-01-05,301090,1.51
2392,2026-01-05,301091,8.76
2393,2026-01-05,301092,1.71
2394,2026-01-05,301093,1.45
2395,2026-01-05,301095,3.67
2396,2026-01-05,301096,1.48
2397,2026-01-05,301097,1.92
2398,2026-01-05,301098,1.17
2399,2026-01-05,301099,4.23
2400,2026-01-05,301100,1.59
2401,2026-01-05,301101,5.5
2402,2026-01-05,301102,1.64
2403,2026-01-05,301103,1.71
2404,2026-01-05,301105,1.7
2405,2026-01-05,301106,2.44
2406,2026-01-05,301107,2.16
2407,2026-01-05,301108,1.23
2408,2026-01-05,301109,1.33
2409,2026-01-05,301110,3.75
2410,2026-01-05,301111,3.39
2411,2026-01-05,301112,2.18
2412,2026-01-05,301113,2.31
2413,2026-01-05,301115,1.01
2414,2026-01-05,301116,2.88
2415,2026-01-05,301117,2.65
2416,2026-01-05,301118,1.55
2417,2026-01-05,301119,3.09
2418,2026-01-05,301120,2.04
2419,2026-01-05,301121,2.26
2420,2026-01-05,301122,1.5
2421,2026-01-05,301123,1.79
2422,2026-01-05,301125,2.75
2423,2026-01-05,301126,1.29
2424,2026-01-05,301127,3.78
2425,2026-01-05,301128,5.11
2426,2026-01-05,301129,2.02
2427,2026-01-05,301130,2.52
2428,2026-01-05,301131,2.06
2429,2026-01-05,301132,2.42
2430,2026-01-05,301133,2.46
2431,2026-01-05,301135,2.01
2432,2026-01-05,301136,2.21
2433,2026-01-05,301137,2.31
2434,2026-01-05,301138,3.02
2435,2026-01-05,301139,1.57
2436,2026-01-05,301141,3.76
2437,2026-01-05,301148,1.22
2438,2026-01-05,301149,2.29
2439,2026-01-05,301150,1.09
2440,2026-01-05,301151,1.27
2441,2026-01-05,301152,2.02
2442,2026-01-05,301153,6.25
2443,2026-01-05,301155,2.22
2444,2026-01-05,301156,2.66
2445,2026-01-05,301157,3.15
2446,2026-01-05,301158,1.64
2447,2026-01-05,301159,3.97
2448,2026-01-05,301160,3.91
2449,2026-01-05,301161,2.55
2450,2026-01-05,301162,4.29
2451,2026-01-05,301163,1.67
2452,2026-01-05,301165,9.17
2453,2026-01-05,301166,1.21
2454,2026-01-05,301167,1.65
2455,2026-01-05,301168,1.6
2456,2026-01-05,301169,6.13
2457,2026-01-05,301170,1.41
2458,2026-01-05,301171,4.78
2459,2026-01-05,301172,2.6
2460,2026-01-05,301173,--  
2461,2026-01-05,301175,2.15
2462,2026-01-05,301176,1.88
2463,2026-01-05,301177,1.61
2464,2026-01-05,301178,2.62
2465,2026-01-05,301179,2.68
2466,2026-01-05,301180,4.36
2467,2026-01-05,301181,1.83
2468,2026-01-05,301182,4.09
2469,2026-01-05,301183,5.22
2470,2026-01-05,301185,2.92
2471,2026-01-05,301186,2.88
2472,2026-01-05,301187,4.55
2473,2026-01-05,301188,2.59
2474,2026-01-05,301189,1.29
2475,2026-01-05,301190,1.7
2476,2026-01-05,301191,3.82
2477,2026-01-05,301192,3.76
2478,2026-01-05,301193,2.08
2479,2026-01-05,301195,1.96
2480,2026-01-05,301196,1.44
2481,2026-01-05,301197,1.45
2482,2026-01-05,301198,2.06
2483,2026-01-05,301199,2.41
2484,2026-01-05,301200,3.25
2485,2026-01-05,301201,1.39
2486,2026-01-05,301202,4.65
2487,2026-01-05,301203,1.74
2488,2026-01-05,301205,7.27
2489,2026-01-05,301206,1.14
2490,2026-01-05,301207,1.86
2491,2026-01-05,301208,3.28
2492,2026-01-05,301209,3.68
2493,2026-01-05,301210,1.91
2494,2026-01-05,301211,2.36
2495,2026-01-05,301212,1.75
2496,2026-01-05,301215,2.86
2497,2026-01-05,301216,0.96
2498,2026-01-05,301217,1.68
2499,2026-01-05,301218,3.06
2500,2026-01-05,301219,1.58
2501,2026-01-05,301220,3.49
2502,2026-01-05,301221,2.43
2503,2026-01-05,301222,1.93
2504,2026-01-05,301223,1.08
2505,2026-01-05,301225,1.99
2506,2026-01-05,301226,2.93
2507,2026-01-05,301227,0.94
2508,2026-01-05,301228,2.4
2509,2026-01-05,301229,2.64
2510,2026-01-05,301230,4.94
2511,2026-01-05,301231,1.86
2512,2026-01-05,301232,1.32
2513,2026-01-05,301233,2.63
2514,2026-01-05,301234,2.4
2515,2026-01-05,301235,1.22
2516,2026-01-05,301236,6.42
2517,2026-01-05,301237,1.35
2518,2026-01-05,301238,2.02
2519,2026-01-05,301239,3.19
2520,2026-01-05,301246,1.29
2521,2026-01-05,301248,2.13
2522,2026-01-05,301251,3.53
2523,2026-01-05,301252,3.59
2524,2026-01-05,301255,3.78
2525,2026-01-05,301256,2.17
2526,2026-01-05,301257,2.02
2527,2026-01-05,301258,1.19
