,htsc_code,exchange,name,time,trade_price,total_qty,buy_qty,sell_qty,total_num,buy_num,sell_num,volume_per_num
9116,601688.SH,XSHG,华泰证券,2021/5/26 15:15,17.01,3523999,1956284,1567715,2329,1378,951,1513.1
9117,601688.SH,XSHG,华泰证券,2021/5/26 15:15,17.17,161000,158600,2400,117,115,2,1376.07
9118,601688.SH,XSHG,华泰证券,2021/5/26 15:15,16.78,1356500,190900,1165600,895,185,710,1515.64
9119,601688.SH,XSHG,华泰证券,2021/5/26 15:15,16.94,2554295,1336200,1218095,1641,792,849,1556.55
9120,601688.SH,XSHG,华泰证券,2021/5/26 15:15,17.1,3104889,2191964,912925,2120,1471,649,1464.57
9121,601688.SH,XSHG,华泰证券,2021/5/26 15:15,16.87,2979500,1671000,1308500,2310,1276,1034,1289.83
9122,601688.SH,XSHG,华泰证券,2021/5/26 15:15,17.03,1800441,955982,844459,1327,754,573,1356.78
9123,601688.SH,XSHG,华泰证券,2021/5/27 15:15,16.8,5518487,2288980,3229507,5293,2282,3011,1042.6
9124,601688.SH,XSHG,华泰证券,2021/5/27 15:15,16.96,662009,355149,306860,776,410,366,853.1
9125,601688.SH,XSHG,华泰证券,2021/5/27 15:15,16.89,2113400,1078244,1035156,1829,997,832,1155.49
9126,601688.SH,XSHG,华泰证券,2021/5/27 15:15,17.05,43900,43900,0,30,30,0,1463.33
9127,601688.SH,XSHG,华泰证券,2021/5/27 15:15,16.82,3172015,1727300,1444715,3054,1555,1499,1038.64
9128,601688.SH,XSHG,华泰证券,2021/5/27 15:15,16.98,813116,629816,183300,590,460,130,1378.16
9129,601688.SH,XSHG,华泰证券,2021/5/27 15:15,16.75,231600,0,231600,185,0,185,1251.89
9130,601688.SH,XSHG,华泰证券,2021/5/27 15:15,16.91,2294500,1310800,983700,1758,1005,753,1305.18
9131,601688.SH,XSHG,华泰证券,2021/5/27 15:15,16.84,3137865,1260272,1877593,2726,1149,1577,1151.09
9132,601688.SH,XSHG,华泰证券,2021/5/27 15:15,17,855200,547700,307500,759,559,200,1126.75
9133,601688.SH,XSHG,华泰证券,2021/5/27 15:15,16.77,1263209,222661,1040548,1368,237,1131,923.4
9134,601688.SH,XSHG,华泰证券,2021/5/27 15:15,16.93,1355400,900930,454470,1049,770,279,1292.09
9135,601688.SH,XSHG,华泰证券,2021/5/27 15:15,16.86,2703501,1527801,1175700,2344,1498,846,1153.37
9136,601688.SH,XSHG,华泰证券,2021/5/27 15:15,17.02,515800,402300,113500,383,301,82,1346.74
9137,601688.SH,XSHG,华泰证券,2021/5/27 15:15,16.79,4768805,1722600,3046205,5379,1978,3401,886.56
9138,601688.SH,XSHG,华泰证券,2021/5/27 15:15,16.95,720320,438320,282000,578,350,228,1246.23
9139,601688.SH,XSHG,华泰证券,2021/5/27 15:15,16.88,2756250,1604750,1151500,2415,1483,932,1141.3
9140,601688.SH,XSHG,华泰证券,2021/5/27 15:15,17.04,273739,272339,1400,196,193,3,1396.63
9141,601688.SH,XSHG,华泰证券,2021/5/27 15:15,16.81,4061800,1996500,2065300,3880,1975,1905,1046.86
9142,601688.SH,XSHG,华泰证券,2021/5/27 15:15,16.97,799926,492576,307350,754,481,273,1060.91
9143,601688.SH,XSHG,华泰证券,2021/5/27 15:15,16.83,3109372,1432602,1676770,2739,1451,1288,1135.22
9144,601688.SH,XSHG,华泰证券,2021/5/27 15:15,16.99,508050,343050,165000,415,282,133,1224.22
9145,601688.SH,XSHG,华泰证券,2021/5/27 15:15,16.9,2926200,1857200,1069000,2274,1461,813,1286.81
9146,601688.SH,XSHG,华泰证券,2021/5/27 15:15,16.76,594961,18500,576461,399,41,358,1491.13
9147,601688.SH,XSHG,华泰证券,2021/5/27 15:15,16.92,2125058,1305558,819500,1896,1226,670,1120.81
9148,601688.SH,XSHG,华泰证券,2021/5/27 15:15,16.85,3848800,1980180,1868620,3553,1817,1736,1083.25
9149,601688.SH,XSHG,华泰证券,2021/5/27 15:15,17.01,672300,334000,338300,537,291,246,1251.96
9150,601688.SH,XSHG,华泰证券,2021/5/27 15:15,16.78,3106172,589500,2516672,3380,658,2722,918.99
9151,601688.SH,XSHG,华泰证券,2021/5/27 15:15,16.94,687800,553200,134600,514,403,111,1338.13
9152,601688.SH,XSHG,华泰证券,2021/5/27 15:15,16.87,1642800,854700,788100,1573,824,749,1044.37
9153,601688.SH,XSHG,华泰证券,2021/5/27 15:15,17.03,276161,194861,81300,227,133,94,1216.57
9154,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.96,2249089,736700,1512389,1501,419,1082,1498.39
9155,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.05,2992600,1133600,1859000,1598,780,818,1872.72
9156,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.73,120600,0,120600,112,0,112,1076.79
9157,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.14,1188819,578319,610500,725,322,403,1639.75
9158,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.82,2361300,1124700,1236600,1493,806,687,1581.58
9159,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.91,926678,585700,340978,596,357,239,1554.83
9160,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.23,2280610,1666491,614119,1335,881,454,1708.32
9161,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17,7951986,3471978,4480008,3455,1836,1619,2301.59
9162,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.09,3261000,2551026,709974,1986,1360,626,1641.99
9163,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.77,660900,129200,531700,481,111,370,1374.01
9164,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.18,2847800,1733072,1114728,1566,882,684,1818.52
9165,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.86,2192550,1468750,723800,1664,1132,532,1317.64
9166,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.95,2055052,1032111,1022941,1344,572,772,1529.06
9167,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.04,1433935,400709,1033226,1048,374,674,1368.26
9168,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.13,1909407,1029607,879800,1054,494,560,1811.58
9169,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.81,1959800,540100,1419700,1443,456,987,1358.14
9170,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.99,3438300,2015079,1423221,2205,1101,1104,1559.32
9171,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.22,2517509,1477692,1039817,1434,927,507,1755.59
9172,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.9,2163466,988938,1174528,935,623,312,2313.87
9173,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.08,2192100,773200,1418900,1519,667,852,1443.12
9174,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.76,497500,197600,299900,228,48,180,2182.02
9175,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.17,2246200,966500,1279700,1085,420,665,2070.23
9176,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.85,3512963,1814750,1698213,2435,1217,1218,1442.7
9177,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.94,1042676,357876,684800,685,182,503,1522.15
9178,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.26,1600,1600,0,1,1,0,1600
9179,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.03,1100200,605400,494800,741,392,349,1484.75
9180,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.12,2204800,1505600,699200,1595,1134,461,1382.32
9181,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.8,1830473,456619,1373854,1137,387,750,1609.91
9182,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.21,2251162,1037600,1213562,1382,655,727,1628.92
9183,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.89,1454000,1066900,387100,952,614,338,1527.31
9184,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.98,2568400,1472879,1095521,1608,953,655,1597.26
9185,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.07,1594000,703400,890600,1063,518,545,1499.53
9186,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.75,187400,61000,126400,152,46,106,1232.89
9187,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.16,1722300,649100,1073200,835,315,520,2062.63
9188,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.84,2520200,1092500,1427700,1875,764,1111,1344.11
9189,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.93,876900,482000,394900,597,351,246,1468.84
9190,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.25,734000,695335,38665,535,527,8,1371.96
9191,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.02,1215900,536175,679725,935,424,511,1300.43
9192,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.11,2941015,1553700,1387315,2081,1190,891,1413.27
9193,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.79,808300,440000,368300,568,304,264,1423.06
9194,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.2,3237838,2154338,1083500,1875,1297,578,1726.85
9195,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.88,1691900,1072200,619700,1144,715,429,1478.93
9196,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.74,139100,96800,42300,94,42,52,1479.79
9197,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.97,3065579,1598600,1466979,1913,896,1017,1602.5
9198,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.83,2045087,942087,1103000,1591,762,829,1285.41
9199,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.06,2009596,606040,1403556,1227,507,720,1637.81
9200,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.24,1836400,1508245,328155,1163,950,213,1579.02
9201,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.15,2159600,775300,1384300,1101,559,542,1961.49
9202,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.92,892300,440800,451500,619,277,342,1441.52
9203,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.01,3247800,1747300,1500500,1853,1162,691,1752.73
9204,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.1,5078150,2301052,2777098,2625,1463,1162,1934.53
9205,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.78,693905,204305,489600,542,186,356,1280.27
9206,601688.SH,XSHG,华泰证券,2021/5/28 15:15,17.19,2116400,1205700,910700,1076,556,520,1966.91
9207,601688.SH,XSHG,华泰证券,2021/5/28 15:15,16.87,1756800,1212800,544000,936,598,338,1876.92
9208,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.12,6641691,2701852,3939839,5296,2001,3295,1254.1
9209,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.28,208700,144000,64700,185,120,65,1128.11
9210,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.21,1835079,1210079,625000,1530,984,546,1199.4
9211,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.14,7361366,4061699,3299667,5669,3145,2524,1298.53
9212,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.3,508048,313651,194397,289,236,53,1757.95
9213,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.07,2590467,687534,1902933,1860,543,1317,1392.72
9214,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.23,1555000,846900,708100,919,468,451,1692.06
9215,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.16,4932466,3297435,1635031,3736,2553,1183,1320.25
9216,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.32,19899,19899,0,12,12,0,1658.25
9217,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.09,1860600,645900,1214700,1617,590,1027,1150.65
9218,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.25,905401,725001,180400,506,391,115,1789.33
9219,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.18,3682530,2005030,1677500,2560,1407,1153,1438.49
9220,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.11,4040983,1450369,2590614,3566,1324,2242,1133.2
9221,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.27,241100,119500,121600,148,71,77,1629.05
9222,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.2,4413500,3112851,1300649,2779,2043,736,1588.16
9223,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.13,8594357,4282380,4311977,6802,3115,3687,1263.5
9224,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.29,621751,363902,257849,315,228,87,1973.81
9225,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.22,2079800,1573918,505882,1382,1061,321,1504.92
9226,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.06,1011100,0,1011100,953,0,953,1060.97
9227,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.08,1836233,956913,879320,1721,904,817,1066.96
9228,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.24,851801,780201,71600,507,452,55,1680.08
9229,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.15,7018029,4434270,2583759,5761,3492,2269,1218.2
9230,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.31,21600,16200,5400,42,37,5,514.29
9231,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.17,3031305,1673434,1357871,2184,1077,1107,1387.96
9232,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.1,3472333,1213893,2258440,2759,912,1847,1258.55
9233,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.26,427900,298000,129900,226,118,108,1893.36
9234,601688.SH,XSHG,华泰证券,2021/5/31 15:15,17.19,3972451,2594653,1377798,2572,1546,1026,1544.5
9235,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.8,4765939,1130600,3635339,3554,841,2713,1341.01
9236,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.96,1998131,608042,1390089,1485,606,879,1345.54
9237,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.89,2568220,1569943,998277,2078,1118,960,1235.91
9238,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.73,23200,0,23200,22,0,22,1054.55
9239,601688.SH,XSHG,华泰证券,2021/6/1 15:15,17.05,855300,482200,373100,678,379,299,1261.5
9240,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.82,5863300,2479099,3384201,5066,2119,2947,1157.38
9241,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.98,1832000,484800,1347200,1450,606,844,1263.45
9242,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.91,951400,514600,436800,504,223,281,1887.7
9243,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.75,807500,46600,760900,681,82,599,1185.76
9244,601688.SH,XSHG,华泰证券,2021/6/1 15:15,17.07,184800,162900,21900,176,157,19,1050
9245,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.84,2652715,1504315,1148400,2328,1297,1031,1139.48
9246,601688.SH,XSHG,华泰证券,2021/6/1 15:15,17,1553033,750071,802962,1453,855,598,1068.85
9247,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.93,1474681,469628,1005053,954,298,656,1545.79
9248,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.77,1508500,586400,922100,1010,410,600,1493.56
9249,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.86,2885694,1452894,1432800,2453,1089,1364,1176.39
9250,601688.SH,XSHG,华泰证券,2021/6/1 15:15,17.02,827100,162600,664500,530,137,393,1560.57
9251,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.79,1822701,715400,1107301,1253,356,897,1454.67
9252,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.95,1779661,491211,1288450,1440,460,980,1235.88
9253,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.88,2565606,1031306,1534300,2101,740,1361,1221.14
9254,601688.SH,XSHG,华泰证券,2021/6/1 15:15,17.04,636900,339278,297622,629,390,239,1012.56
9255,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.74,91100,2600,88500,83,3,80,1097.59
9256,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.81,5178299,1193200,3985099,4284,1256,3028,1208.75
9257,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.97,1323558,538458,785100,1217,600,617,1087.56
9258,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.83,3458900,1866000,1592900,3438,1817,1621,1006.08
9259,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.99,1528767,597234,931533,1179,556,623,1296.66
9260,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.9,2379652,1537722,841930,1587,984,603,1499.47
9261,601688.SH,XSHG,华泰证券,2021/6/1 15:15,17.06,393900,165500,228400,423,192,231,931.21
9262,601688.SH,XSHG,华泰证券,2021/6/1 15:15,17.08,16200,16200,0,22,22,0,736.36
9263,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.92,887000,195300,691700,553,133,420,1603.98
9264,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.76,787900,83600,704300,713,90,623,1105.05
9265,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.85,2793885,1510700,1283185,2538,1182,1356,1100.82
9266,601688.SH,XSHG,华泰证券,2021/6/1 15:15,17.01,553700,243600,310100,481,226,255,1151.14
9267,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.78,1642700,617300,1025400,1169,499,670,1405.22
9268,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.94,1299642,459942,839700,945,377,568,1375.28
9269,601688.SH,XSHG,华泰证券,2021/6/1 15:15,16.87,2191900,1174550,1017350,1656,801,855,1323.61
9270,601688.SH,XSHG,华泰证券,2021/6/1 15:15,17.03,1286226,343426,942800,843,341,502,1525.77
9271,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.64,766369,273500,492869,853,295,558,898.44
9272,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.8,1755500,336900,1418600,1494,376,1118,1175.03
9273,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.96,492744,348144,144600,402,337,65,1225.73
9274,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.57,2088900,970400,1118500,1718,570,1148,1215.89
9275,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.73,1311700,261500,1050200,1019,211,808,1287.24
9276,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.89,579800,196200,383600,704,249,455,823.58
9277,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.66,2045700,570000,1475700,2018,704,1314,1013.73
9278,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.82,1033100,438200,594900,999,427,572,1034.13
9279,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.98,324800,240100,84700,304,251,53,1068.42
9280,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.59,2167362,1193162,974200,1796,933,863,1206.77
9281,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.75,1862800,471800,1391000,1714,489,1225,1086.81
9282,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.91,639400,337000,302400,655,385,270,976.18
9283,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.68,1589900,454500,1135400,1737,543,1194,915.31
9284,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.84,490998,255498,235500,547,273,274,897.62
9285,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.61,1772338,650338,1122000,1735,638,1097,1021.52
9286,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.77,417100,146764,270336,414,164,250,1007.49
9287,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.93,684342,361442,322900,514,294,220,1331.4
9288,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.54,542200,135900,406300,512,112,400,1058.98
9289,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.7,2018800,803200,1215600,1654,454,1200,1220.56
9290,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.86,406000,152900,253100,449,158,291,904.23
9291,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.63,1220500,346500,874000,1162,371,791,1050.34
9292,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.79,595836,135736,460100,659,152,507,904.15
9293,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.95,688700,345456,343244,556,277,279,1238.67
9294,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.56,1978200,900960,1077240,1883,788,1095,1050.56
9295,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.72,1249000,417100,831900,1191,513,678,1048.7
9296,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.88,752700,357200,395500,741,301,440,1015.79
9297,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.58,2577400,782300,1795100,2358,658,1700,1093.04
9298,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.74,997300,288400,708900,1001,305,696,996.3
9299,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.65,1820900,432500,1388400,1430,372,1058,1273.36
9300,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.81,1875000,681200,1193800,1805,846,959,1038.78
9301,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.97,519800,327200,192600,156,103,53,3332.05
9302,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.83,923604,415902,507702,917,435,482,1007.2
9303,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.99,40900,40900,0,24,24,0,1704.17
9304,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.9,1063714,450314,613400,1055,512,543,1008.26
9305,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.67,1528000,484101,1043899,1195,485,710,1278.66
9306,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.6,1993600,689800,1303800,1953,531,1422,1020.79
9307,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.76,1131064,433064,698000,1205,619,586,938.64
9308,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.92,543935,261900,282035,581,309,272,936.2
9309,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.53,61000,0,61000,42,0,42,1452.38
9310,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.69,1379000,599500,779500,1392,623,769,990.66
9311,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.85,430200,173900,256300,483,199,284,890.68
9312,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.62,1330791,516300,814491,1186,432,754,1122.08
9313,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.78,769700,382664,387036,635,216,419,1212.13
9314,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.94,746200,466200,280000,607,359,248,1229.32
9315,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.55,2838760,552400,2286360,2173,364,1809,1306.38
9316,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.71,1723900,687000,1036900,1508,530,978,1143.17
9317,601688.SH,XSHG,华泰证券,2021/6/2 15:15,16.87,519200,139300,379900,554,148,406,937.18
9318,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.64,2675657,998800,1676857,2220,1012,1208,1205.25
9319,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.57,426400,79600,346800,464,88,376,918.97
9320,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.73,1659200,778100,881100,1386,663,723,1197.11
9321,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.5,2257900,317700,1940200,1782,293,1489,1267.06
9322,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.66,2397699,1333823,1063876,2042,1063,979,1174.19
9323,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.59,367800,39500,328300,383,97,286,960.31
9324,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.75,1925800,1646000,279800,1242,1020,222,1550.56
9325,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.52,1061800,250100,811700,1075,282,793,987.72
9326,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.68,1853120,1223820,629300,1444,759,685,1283.32
9327,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.61,2918714,280114,2638600,2201,252,1949,1326.09
9328,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.77,15900,15900,0,21,21,0,757.14
9329,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.54,819400,278900,540500,838,308,530,977.8
9330,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.7,1351100,723000,628100,1256,601,655,1075.72
9331,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.63,2732500,1069700,1662800,2315,1073,1242,1180.35
9332,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.49,283330,0,283330,265,0,265,1069.17
9333,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.56,753300,388200,365100,504,231,273,1494.64
9334,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.72,1767870,826970,940900,1313,707,606,1346.44
9335,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.58,445400,74800,370600,389,75,314,1144.99
9336,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.74,1996200,819400,1176800,1416,717,699,1409.75
9337,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.65,2954348,1265748,1688600,2568,1177,1391,1150.45
9338,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.51,2237200,1306300,930900,1202,570,632,1861.23
9339,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.67,1794381,1102681,691700,1338,723,615,1341.09
9340,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.6,1106200,134800,971400,1227,127,1100,901.55
9341,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.76,349300,300300,49000,260,216,44,1343.46
9342,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.53,959200,273800,685400,1002,285,717,957.29
9343,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.69,1390199,782200,607999,1030,598,432,1349.71
9344,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.62,3496286,1263186,2233100,2910,1074,1836,1201.47
9345,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.55,1316300,336430,979870,1201,350,851,1096
9346,601688.SH,XSHG,华泰证券,2021/6/3 15:15,16.71,1564330,750730,813600,1257,557,700,1244.49
9347,601688.SH,XSHG,华泰证券,2021/6/4 15:15,16.64,1806930,847000,959930,1324,676,648,1364.75
9348,601688.SH,XSHG,华泰证券,2021/6/4 15:15,16.73,2078400,777900,1300500,908,358,550,2288.99
9349,601688.SH,XSHG,华泰证券,2021/6/4 15:15,16.82,385900,315100,70800,302,223,79,1277.81
9350,601688.SH,XSHG,华泰证券,2021/6/4 15:15,16.5,2292838,963013,1329825,1817,880,937,1261.88
9351,601688.SH,XSHG,华泰证券,2021/6/4 15:15,16.59,811400,651000,160400,715,556,159,1134.83
9352,601688.SH,XSHG,华泰证券,2021/6/4 15:15,16.91,7300,7300,0,8,8,0,912.5
9353,601688.SH,XSHG,华泰证券,2021/6/4 15:15,16.68,1289800,659100,630700,729,393,336,1769.27
9354,601688.SH,XSHG,华泰证券,2021/6/4 15:15,16.77,2933300,1162700,1770600,1172,641,531,2502.82
9355,601688.SH,XSHG,华泰证券,2021/6/4 15:15,16.45,4093541,1473241,2620300,4208,1375,2833,972.8
9356,601688.SH,XSHG,华泰证券,2021/6/4 15:15,16.54,1079200,519300,559900,793,400,393,1360.91
9357,601688.SH,XSHG,华泰证券,2021/6/4 15:15,16.86,94200,62300,31900,61,32,29,1544.26
9358,601688.SH,XSHG,华泰证券,2021/6/4 15:15,16.63,1921170,548970,1372200,1347,452,895,1426.26
